id,diversity,citations,year,region,is_Biotech
EP19780300566,0.0173,4,1978,UKJ24,0
EP19780300419,0.001,3,1978,UKJ11,0
EP19790301333,0.0033,3,1979,UKH23,0
EP19790300772,0.0034,1,1979,UKH23,0
EP19800304313,0.0022,2,1980,UKJ14,0
EP19780300408,0.0022,1,1978,UKJ14,0
EP19800300086,0.0049,1,1980,UKJ23,1
EP19800304193,0.0434,2,1980,UKJ23,0
EP19790302053,0.0346,2,1979,UKJ23,0
EP19790300762,0.0025,1,1979,UKH33,0
EP19800300003,0.0016,4,1980,UKJ14,0
EP19800201015,0.0371,5,1980,GBZZZ,0
EP19800300617,0.0053,7,1980,UKH23,0
EP19780300869,0.084,4,1978,UKH23,0
EP19790300673,0.027,2,1979,UKM24,0
EP19800304318,0.0096,1,1980,UKJ11,0
EP19780300404,0.0003,1,1978,UKG31,0
EP19790302564,0.0011,2,1979,UKJ23,0
EP19800303797,0.0317,3,1980,UKJ23,1
EP19790301773,0.0297,10,1979,UKJ23,1
EP19800103031,0.0079,4,1980,UKJ42,0
EP19800103032,0.0156,12,1980,UKJ42,0
EP19800303666,0.0272,2,1980,UKJ23,0
EP19790301197,0.0108,10,1979,UKJ23,0
EP19820110484,0.0009,1,1980,GBZZZ,0
EP19810300150,0.0009,1,1981,UKH23,0
EP19800302608,0.0009,1,1980,GBZZZ,0
EP19800304650,0.0014,3,1980,UKK43,0
EP19800300100,0.0053,2,1980,GBZZZ,0
EP19800300099,0.0032,2,1980,GBZZZ,0
EP19800304651,0.0014,2,1980,UKK43,0
EP19800200611,0.0045,7,1980,UKG11,0
EP19800301847,0.0014,1,1980,UKJ23,0
EP19800300791,0.0012,3,1980,UKG39,0
EP19800304467,0.0114,10,1980,UKH23,0
EP19790302885,0.0158,1,1979,UKC11,0
EP19790200713,0.0025,1,1979,UKJ42,0
EP19790200518,0.0025,1,1979,UKJ42,0
EP19790301965,0.0296,1,1979,UKD62,0
EP19790301488,0.0062,1,1979,UKF22,0
EP19790301189,0.0001,1,1979,UKJ24,0
EP19790300084,0.0027,1,1979,UKH23,0
EP19800303166,0.0012,1,1980,UKG24,0
EP19800301542,0.0006,1,1980,UKL16,0
EP19790300067,0.0027,2,1979,UKJ13,0
EP19790200398,0.0096,3,1979,UKI11,0
EP19800301589,0.0086,4,1980,GBZZZ,0
EP19780300622,0.008,6,1978,UKD63,0
EP19800200730,0.008,5,1978,GBZZZ,0
EP19790302294,0.003,1,1979,UKJ23,0
EP19780300382,0.0018,1,1978,UKG31,0
EP19790301284,0.0317,1,1979,UKJ23,0
EP19790302445,0.0118,2,1979,UKI23,0
EP19780300755,0.0061,1,1978,UKH23,0
EP19800300069,0.0013,1,1980,UKM50,0
EP19800301846,0.0004,1,1980,UKJ23,0
EP19790302144,0.0023,1,1979,UKE42,0
EP19790300449,0.0001,1,1979,GBZZZ,0
EP19800300421,0.0039,3,1980,UKJ23,0
EP19800300056,0.0016,2,1980,GBZZZ,0
EP19790300032,0.001,1,1979,UKJ11,0
EP19800300521,0.0632,1,1980,UKJ13,0
EP19790100289,0.0895,4,1979,UKI22,0
EP19790300256,0.065,6,1979,UKJ42,0
EP19790300298,0.0002,1,1979,UKJ11,0
EP19800300254,0.0079,2,1980,UKD31,0
EP19790301636,0.0072,1,1979,UKJ13,0
EP19780101491,0.017,2,1978,UKJ42,0
EP19800300478,0.0329,3,1980,UKH23,0
EP19780101294,0.0895,2,1978,UKI22,0
EP19790301695,0.0092,1,1979,UKJ23,0
EP19800300119,0.071,5,1980,GBZZZ,0
EP19780101490,0.0157,2,1978,UKJ42,0
EP19800303569,0.006,3,1980,UKD43,0
EP19790301174,0.0045,2,1979,UKD32,0
EP19790302284,0.0021,1,1979,GBZZZ,0
EP19780300488,0.0143,2,1978,UKH23,0
EP19790301618,0.0215,2,1979,UKJ23,0
EP19800302728,0.003,1,1980,GBZZZ,0
EP19790300846,0.0019,1,1979,UKE31,0
EP19800303030,0.0032,1,1980,UKH33,0
EP19780300151,0.0003,2,1978,UKH33,0
EP19800303052,0.0236,1,1980,UKC11,0
EP19790302333,0.0226,3,1979,UKI23,0
EP19790300988,0.001,2,1979,UKE42,0
EP19780101826,0.0317,1,1978,UKH23,1
EP19800300188,0.0371,1,1980,UKI23,0
EP19790302080,0.016,1,1979,UKD31,0
EP19800302997,0.0364,4,1980,UKJ23,0
EP19790300731,0.0263,2,1979,UKJ23,0
EP19790300098,0.0037,5,1979,UKJ11,0
EP19790301883,0.0009,1,1979,UKJ24,0
EP19800302252,0.0056,1,1980,UKD31,0
EP19800302210,0.0117,1,1980,UKJ11,0
EP19780300313,0.0023,1,1978,UKH12,0
EP19800302659,0.0012,2,1980,UKJ23,0
EP19790301646,0.0322,3,1979,UKJ23,0
EP19790300598,0.0604,4,1979,UKH23,0
EP19790302509,0.0052,3,1979,UKH23,0
EP19790301608,0.0179,1,1979,UKE11,0
EP19790301389,0.0012,1,1979,UKJ23,0
EP19790300712,0.0249,1,1979,UKJ23,0
EP19800302902,0.0372,2,1980,UKH33,1
EP19790302667,0.0046,3,1979,UKH33,0
EP19780300873,0.0259,2,1978,UKJ24,0
EP19800302963,0.003,2,1980,GBZZZ,0
EP19790302991,0.0021,1,1979,GBZZZ,0
EP19790300711,0.0012,1,1979,UKJ23,0
EP19810304344,0.0008,2,1981,UKH33,0
EP19790301276,0.0005,3,1979,UKE22,0
EP19800304204,0.0019,3,1980,UKJ23,0
EP19800300708,0.0049,4,1980,UKG31,0
EP19800300729,0.0007,2,1980,UKH33,0
EP19790300834,0.0004,1,1979,UKD32,0
EP19790301671,0.0154,1,1979,UKJ24,0
EP19810303270,0.0082,1,1981,UKD31,0
EP19800300383,0.0028,1,1980,UKD63,0
EP19800303544,0.0008,1,1980,UKK22,0
EP19790300266,0.0015,1,1979,UKI12,0
EP19810305042,0.0012,2,1981,UKI23,0
EP19790301395,0.002,2,1979,UKI23,0
EP19810305266,0.0192,2,1981,UKC22,0
EP19780200049,0.0289,4,1978,UKC22,0
EP19790200471,0.0318,1,1979,GBZZZ,0
EP19810305267,0.0218,7,1981,GBZZZ,0
EP19790200303,0.0277,3,1979,UKC21,0
EP19800300325,0.0026,1,1980,UKK13,0
EP19810304835,0.0258,13,1981,UKJ11,0
EP19800300202,0.0191,3,1980,UKJ11,0
EP19800302237,0.0344,3,1980,UKJ42,0
EP19780300375,0.0004,1,1978,UKE32,0
EP19800300431,0.002,4,1980,UKD63,1
EP19790300301,0.0062,3,1979,UKJ33,0
EP19810107493,0.0006,1,1981,UKI23,0
EP19780300187,0.0059,1,1978,UKH14,0
EP19810304540,0.0526,13,1981,UKH23,0
EP19790300190,0.0857,9,1979,UKH23,0
EP19810304854,0.0004,1,1981,UKH23,0
EP19810304439,0.002,3,1981,UKI23,0
EP19780300276,0.004,4,1978,UKI23,0
EP19810304621,0.0027,1,1981,UKK13,0
EP19810303289,0.0027,1,1981,UKK13,0
EP19800304709,0.0257,1,1980,UKH33,0
EP19790302702,0.0008,1,1979,UKM34,0
EP19780300380,0.0009,1,1978,UKK12,0
EP19810301156,0.007,3,1981,UKJ33,0
EP19810300053,0.0042,4,1981,UKG12,0
EP19800303753,0.0047,4,1980,UKH23,0
EP19810304086,0.0241,1,1981,UKJ24,0
EP19790302254,0.0318,2,1979,GBZZZ,0
EP19810304705,0.0378,7,1981,UKJ23,0
EP19800304334,0.0058,5,1980,UKJ23,0
EP19810301022,0.0261,2,1981,UKJ23,0
EP19810304746,0.0018,1,1981,UKF13,0
EP19800301136,0.0016,1,1980,UKG31,0
EP19800304044,0.0021,1,1980,UKJ42,0
EP19780300130,0.0016,1,1978,UKJ23,0
EP19810304711,0.0073,1,1981,UKG12,0
EP19800303892,0.0007,1,1980,UKG12,0
EP19800302631,0.0392,3,1980,UKI11,0
EP19810304840,0.0022,1,1981,UKF22,0
EP19810304777,0.0003,1,1981,UKK22,0
EP19810301804,0.0003,1,1981,UKK22,0
EP19810300411,0.0004,4,1981,UKD43,0
EP19780300562,0.0033,2,1978,UKJ13,0
EP19790300158,0.0018,1,1979,UKJ14,0
EP19790300950,0.0159,1,1979,UKI11,0
EP19850104574,0.0013,1,1981,UKD62,0
EP19820306144,0.0073,2,1982,UKD62,0
EP19800303328,0.0186,4,1980,UKJ13,1
EP19800302192,0.0151,2,1980,UKJ32,0
EP19810300034,0.0012,1,1981,UKG11,0
EP19810301584,0.0009,1,1981,UKL13,0
EP19790101907,0.0103,1,1979,UKJ33,0
EP19800303101,0.053,2,1980,UKH23,0
EP19790200708,0.0004,1,1979,UKJ13,0
EP19810305389,0.0009,1,1981,UKI23,0
EP19810300387,0.0002,2,1981,UKH23,0
EP19810305489,0.0517,3,1981,UKM24,0
EP19800300169,0.0449,2,1980,UKM24,0
EP19800303800,0.0002,1,1980,UKG32,0
EP19810301840,0.0289,4,1981,UKI23,0
EP19790300436,0.0264,1,1979,UKC12,0
EP19810305780,0.0081,3,1981,UKJ23,0
EP19790301318,0.0062,2,1979,UKJ23,0
EP19810300797,0.0005,1,1981,UKF22,0
EP19790302328,0.0206,1,1979,UKI11,0
EP19810305377,0.0084,2,1981,GBZZZ,0
EP19810305670,0.0096,2,1981,UKH33,0
EP19800303690,0.0024,3,1980,GBZZZ,0
EP19800302945,0.0064,1,1980,UKC14,0
EP19810306127,0.0009,1,1981,UKJ23,0
EP19790300371,0.0009,4,1979,UKJ24,0
EP19810110553,0.1118,2,1981,UKJ42,0
EP19800103657,0.0934,1,1980,UKJ42,0
EP19810305460,0.0035,1,1981,UKG24,0
EP19800302516,0.0035,1,1980,UKG24,0
EP19810305757,0.0014,1,1981,GBZZZ,0
EP19790301821,0.0028,1,1979,GBZZZ,0
EP19790301087,0.001,2,1979,UKJ33,0
EP19810300571,0.0124,1,1981,UKJ33,0
EP19810300570,0.0024,1,1981,UKJ23,0
EP19780300485,0.0157,6,1978,UKJ23,0
EP19810301324,0.0582,4,1981,UKH23,0
EP19810301606,0.054,4,1981,UKJ23,0
EP19800301838,0.0767,9,1980,UKJ23,0
EP19800301367,0.0019,2,1980,GBZZZ,0
EP19810301360,0.0277,1,1981,GBZZZ,1
EP19810300538,0.0201,2,1981,UKD61,1
EP19810301261,0.007,1,1981,UKJ11,0
EP19780300095,0.0022,1,1978,UKJ13,0
EP19800303684,0.0009,1,1980,UKJ41,0
EP19810301427,0.0019,1,1981,UKG31,0
EP19780300397,0.0196,1,1978,UKE11,0
EP19810302145,0.0054,4,1981,UKH23,0
EP19790301674,0.0086,5,1979,UKH23,0
EP19810301683,0.0311,5,1981,UKJ24,0
EP19800710008,0.0297,3,1980,UKH21,0
EP19810302616,0.0005,1,1981,UKH33,0
EP19810302632,0.001,1,1981,UKH33,0
EP19800303721,0.0043,1,1980,UKJ23,0
EP19810300491,0.0044,1,1981,UKD74,0
EP19790302599,0.0225,3,1979,UKD74,0
EP19790302732,0.0004,3,1979,UKF22,0
EP19790302442,0.0005,1,1979,UKF22,0
EP19810301883,0.0501,1,1981,UKJ23,0
EP19810302141,0.0123,4,1981,UKD74,0
EP19790302600,0.0074,4,1979,UKD74,0
EP19800810231,0.0036,1,1980,UKH12,0
EP19810301249,0.0007,3,1981,UKD31,0
EP19800302640,0.0007,2,1980,UKE12,0
EP19800200794,0.0004,1,1980,UKF24,0
EP19810300250,0.0156,1,1981,UKJ23,0
EP19810300251,0.0156,1,1981,UKJ23,0
EP19810300441,0.0016,2,1981,UKE13,0
EP19790300570,0.0005,1,1979,UKE13,0
EP19810100706,0.0008,1,1981,UKJ23,0
EP19810300417,0.0002,1,1981,UKJ23,0
EP19800810091,0.0011,1,1980,UKH33,0
EP19790301478,0.0008,1,1979,UKH33,0
EP19800302652,0.0045,1,1980,GBZZZ,0
EP19790301213,0.0008,1,1979,UKG38,0
EP19790302089,0.0004,1,1979,UKE22,0
EP19800300279,0.0005,1,1980,UKE13,0
EP19800302026,0.0005,1,1980,UKE42,0
EP19810200013,0.0094,1,1981,UKD63,0
EP19810301250,0.0004,1,1981,UKD31,0
EP19800300551,0.0009,3,1980,UKD43,0
EP19810300721,0.0007,1,1981,UKJ23,0
EP19800301906,0.0103,2,1980,UKD32,0
EP19800300413,0.0008,1,1980,UKD74,0
EP19790300842,0.0006,1,1979,UKG24,0
EP19810810070,0.0054,3,1981,UKH12,0
EP19800810203,0.006,6,1980,UKH12,0
EP19800302760,0.001,1,1980,UKJ23,0
EP19800304630,0.0018,2,1980,GBZZZ,0
EP19810303636,0.002,1,1981,GBZZZ,0
EP19790300782,0.0057,6,1979,GBZZZ,0
EP19810303692,0.0084,1,1981,UKI23,0
EP19810303534,0.0021,1,1981,UKJ23,0
EP19800302492,0.0009,1,1980,UKH31,0
EP19780300414,0.0138,1,1978,UKJ11,0
EP19800302016,0.0048,1,1980,UKJ23,0
EP19800201062,0.0015,1,1980,UKJ23,0
EP19790302758,0.0004,1,1979,UKK12,0
EP19810300010,0.0017,1,1981,UKK13,0
EP19800107247,0.0003,1,1980,UKI23,0
EP19800303729,0.1142,4,1980,UKH23,0
EP19790300934,0.0025,1,1979,UKC13,0
EP19800300474,0.0118,1,1980,UKJ11,0
EP19790300230,0.0211,1,1979,UKJ23,0
EP19800302111,0.0006,1,1980,UKH13,0
EP19810302146,0.0261,14,1981,UKJ11,0
EP19810303192,0.0188,1,1981,UKJ24,0
EP19810302937,0.0138,1,1981,UKD61,0
EP19790301578,0.0028,4,1979,UKD63,0
EP19790301334,0.0052,1,1979,UKH23,0
EP19790300933,0.0025,2,1979,UKC13,0
EP19810303233,0.0017,1,1981,UKJ24,0
EP19800302353,0.0097,2,1980,UKJ24,0
EP19800301526,0.0022,1,1980,UKD31,0
EP19810810271,0.0038,1,1981,UKH12,0
EP19790302514,0.0012,2,1979,UKK43,0
EP19780300564,0.0055,1,1978,UKH23,0
EP19790302317,0.0012,1,1979,UKH13,0
EP19800302530,0.0025,1,1980,UKJ42,0
EP19790300770,0.0008,1,1979,GBZZZ,0
EP19800302130,0.0148,2,1980,UKD74,0
EP19810303000,0.1334,1,1981,UKM25,0
EP19800300039,0.056,1,1980,UKM25,0
EP19800300040,0.0521,1,1980,UKM25,0
EP19810302989,0.0356,2,1981,UKJ23,0
EP19810200384,0.0609,1,1981,UKD74,0
EP19810301476,0.0183,1,1981,UKJ23,1
EP19820201204,0.0199,1,1982,UKF22,0
EP19810109184,0.0172,1,1981,UKF22,0
EP19810302032,0.0088,1,1981,UKJ23,0
EP19780300112,0.0099,3,1978,UKM63,0
EP19820300207,0.0027,1,1982,GBZZZ,0
EP19790300892,0.0051,1,1979,UKH23,0
EP19820304981,0.0024,1,1982,UKH23,0
EP19820305279,0.0055,1,1982,UKD43,0
EP19820301600,0.0059,4,1982,UKD43,0
EP19820302447,0.0009,3,1982,UKJ13,0
EP19810300078,0.0148,2,1981,UKH23,0
EP19820305188,0.0124,1,1982,UKK11,0
EP19800302498,0.0079,5,1980,UKK11,1
EP19790301347,0.0017,1,1979,UKH23,0
EP19790301556,0.0021,1,1979,GBZZZ,0
EP19810303795,0.0003,2,1981,UKJ11,0
EP19810300240,0.0108,1,1981,UKJ23,0
EP19820305579,0.0002,1,1982,GBZZZ,0
EP19790302248,0.0002,1,1979,GBZZZ,0
EP19820303168,0.001,1,1982,UKE22,0
EP19810300671,0.0007,1,1981,UKG39,0
EP19820305276,0.0144,3,1982,UKE41,0
EP19790301579,0.0017,2,1979,UKE41,0
EP19820109569,0.0734,1,1982,UKJ42,0
EP19780101426,0.0231,4,1978,UKJ42,0
EP19820109568,0.0029,1,1982,UKJ42,0
EP19790301103,0.0012,1,1979,UKM27,0
EP19820201291,0.0013,2,1982,UKJ23,0
EP19810200759,0.0014,1,1981,UKJ23,0
EP19800304158,0.0479,4,1980,UKM24,0
EP19820304451,0.0049,1,1982,GBZZZ,0
EP19810305693,0.0036,2,1981,UKL21,0
EP19790302757,0.0003,1,1979,UKH33,0
EP19810300427,0.0639,3,1981,UKE12,0
EP19820304407,0.0042,1,1982,UKJ14,0
EP19810302425,0.0049,2,1981,UKJ14,0
EP19800302523,0.0017,1,1980,UKI23,0
EP19810303458,0.0442,1,1981,UKJ23,0
EP19800304619,0.0471,4,1980,UKJ13,0
EP19810300479,0.0279,1,1981,UKJ24,0
EP19810304876,0.0019,1,1981,GBZZZ,0
EP19820304528,0.159,2,1982,UKJ13,0
EP19790302135,0.0031,1,1979,UKF15,0
EP19830302188,0.0059,2,1983,UKH33,0
EP19790301934,0.0151,8,1979,UKH33,0
EP19820304575,0.0016,1,1982,UKF14,0
EP19810301464,0.0007,3,1981,UKF14,0
EP19820304262,0.038,3,1982,UKJ11,0
EP19820300585,0.0255,7,1982,UKJ11,0
EP19820305006,0.0036,1,1982,UKH33,0
EP19820200106,0.0023,1,1982,UKJ23,0
EP19790302297,0.0016,4,1979,UKC22,0
EP19800303457,0.0125,5,1980,UKD61,0
EP19810300185,0.0054,2,1981,UKJ23,0
EP19800810397,0.0037,4,1980,UKH12,0
EP19820304693,0.0026,1,1982,UKG13,0
EP19820300897,0.0029,1,1982,UKK23,0
EP19800301255,0.0028,1,1980,UKJ13,0
EP19820300122,0.0392,3,1982,UKH23,0
EP19790302295,0.0004,1,1979,UKC22,0
EP19820304292,0.0021,2,1982,UKI11,0
EP19820304078,0.0014,2,1982,UKI11,0
EP19810303010,0.0006,2,1981,UKI11,0
EP19790301378,0.0006,1,1979,GBZZZ,0
EP19810305020,0.0213,5,1981,UKI12,0
EP19820300889,0.0265,3,1982,UKI23,0
EP19820301294,0.0022,3,1982,GBZZZ,0
EP19790300133,0.0015,1,1979,UKD31,0
EP19840108695,0.0012,2,1982,UKG12,0
EP19820300891,0.0016,1,1982,UKG12,0
EP19820306200,0.0032,1,1982,UKH21,0
EP19810300930,0.0056,5,1981,UKH23,0
EP19800302327,0.0051,1,1980,UKM26,0
EP19790104718,0.0013,1,1979,UKJ33,0
EP19810301028,0.0011,2,1981,UKG31,0
EP19800301800,0.0009,1,1980,UKK22,0
EP19820301496,0.0097,1,1982,UKD71,0
EP19820107946,0.0033,5,1982,UKH33,0
EP19830301151,0.0033,6,1983,UKJ42,0
EP19810301108,0.005,7,1981,UKH14,0
EP19780300650,0.0007,1,1978,UKJ33,0
EP19820305167,0.0017,3,1982,UKJ11,0
EP19820306745,0.002,2,1982,UKC21,0
EP19800303844,0.0023,1,1980,UKJ23,0
EP19820306866,0.0102,1,1982,UKJ33,0
EP19800302193,0.0032,2,1980,UKJ33,0
EP19820306129,0.0024,2,1982,GBZZZ,0
EP19820301322,0.0019,6,1982,UKJ24,0
EP19780300581,0.0174,1,1978,UKJ23,0
EP19820302173,0.0017,2,1982,UKI11,0
EP19820305736,0.0015,2,1982,UKE22,0
EP19810302121,0.0043,2,1981,UKE22,0
EP19810303216,0.0014,2,1981,UKF12,0
EP19820306146,0.0152,1,1982,UKH33,0
EP19810101075,0.0005,3,1981,UKJ13,0
EP19820305996,0.0021,1,1982,UKJ23,0
EP19830300470,0.001,2,1983,UKH23,0
EP19790300415,0.001,2,1979,UKK23,0
EP19820305666,0.0078,6,1982,UKJ13,0
EP19800301554,0.0155,5,1980,UKJ14,0
EP19800102134,0.0003,1,1980,UKE42,0
EP19800300565,0.0306,1,1980,UKM36,0
EP19820305992,0.0195,3,1982,UKD74,0
EP19790302603,0.0121,3,1979,UKD74,0
EP19820305383,0.0062,1,1982,UKH23,0
EP19820300536,0.0009,3,1982,UKG31,0
EP19820201385,0.0174,4,1982,UKD74,0
EP19810201115,0.0202,2,1981,UKD74,0
EP19800810374,0.0006,1,1980,UKH31,0
EP19820306876,0.0004,2,1982,UKE31,0
EP19810305675,0.0012,1,1981,UKF30,0
EP19820306605,0.0708,1,1982,UKM25,0
EP19820306424,0.0006,2,1982,UKJ13,0
EP19810302618,0.0006,2,1981,UKJ13,0
EP19810302617,0.0007,4,1981,UKJ13,0
EP19820306590,0.0025,1,1982,UKD31,0
EP19810300994,0.0022,2,1981,UKI23,0
EP19780300096,0.0006,1,1978,UKH14,0
EP19820304926,0.0007,1,1982,UKF22,0
EP19810301919,0.0007,2,1981,GBZZZ,0
EP19820303580,0.0071,3,1982,GBZZZ,1
EP19810300525,0.0054,3,1981,UKH33,0
EP19820301173,0.0009,1,1982,UKJ33,0
EP19790200396,0.0078,1,1979,UKI11,0
EP19790301366,0.0028,1,1979,UKJ33,0
EP19820301594,0.0007,1,1982,UKJ23,0
EP19790301872,0.0013,1,1979,UKJ23,0
EP19800301611,0.0015,1,1980,UKD63,0
EP19790301001,0.0003,2,1979,UKH23,0
EP19810302393,0.0005,2,1981,UKM38,0
EP19820301860,0.003,2,1982,UKH33,0
EP19800304737,0.0057,2,1980,UKD32,0
EP19800303036,0.0011,1,1980,UKJ23,0
EP19820301678,0.0012,1,1982,UKI23,0
EP19790302269,0.0012,1,1979,UKI21,0
EP19790300214,0.0017,1,1979,UKD63,0
EP19800302169,0.0039,2,1980,UKD63,0
EP19820301239,0.0015,2,1982,UKH33,0
EP19790302634,0.001,1,1979,UKK12,0
EP19790301340,0.0031,2,1979,UKK15,0
EP19810304261,0.0074,1,1981,UKK15,0
EP19800304051,0.001,2,1980,UKI11,0
EP19790300831,0.003,4,1979,UKD31,0
EP19810304347,0.0005,2,1981,UKJ42,0
EP19820302335,0.0246,1,1982,UKD31,0
EP19800303890,0.0451,4,1980,GBZZZ,0
EP19820302274,0.0177,1,1982,UKJ23,0
EP19800300522,0.0054,2,1980,UKJ24,0
EP19800301927,0.0505,10,1980,UKJ23,0
EP19820302357,0.001,1,1982,UKG39,0
EP19790302247,0.0007,1,1979,UKK43,0
EP19820301903,0.003,4,1982,UKN02,0
EP19790301006,0.0007,2,1979,UKJ13,0
EP19820302303,0.0002,1,1982,UKH33,0
EP19790301709,0.0003,2,1979,UKE31,0
EP19820302265,0.0055,2,1982,GBZZZ,1
EP19790302253,0.0147,1,1979,GBZZZ,0
EP19800304054,0.0014,1,1980,UKJ23,0
EP19800200007,0.0145,1,1980,UKJ42,0
EP19820300452,0.0134,2,1982,UKI23,0
EP19780300524,0.0009,1,1978,UKI23,0
EP19820300365,0.0102,1,1982,UKJ13,0
EP19820300276,0.0015,1,1982,UKJ23,0
EP19790300443,0.0026,3,1979,UKJ23,0
EP19820305767,0.0004,1,1982,UKG12,0
EP19820300303,0.0044,6,1982,UKJ24,0
EP19800302767,0.0003,3,1980,UKJ23,0
EP19790302672,0.0027,1,1979,UKJ24,0
EP19810200323,0.0108,1,1981,UKD74,0
EP19810200301,0.0183,1,1981,UKD74,0
EP19820300057,0.0011,2,1982,UKG24,0
EP19780300230,0.0023,3,1978,UKG13,0
EP19800302641,0.0007,1,1980,UKE12,0
EP19820300116,0.0296,1,1982,UKJ13,1
EP19780100717,0.0157,1,1978,UKI23,1
EP19800303848,0.0011,1,1980,UKJ23,0
EP19800303339,0.0013,1,1980,UKG13,0
EP19810300296,0.0004,1,1981,UKK15,0
EP19800301408,0.0007,1,1980,UKD43,0
EP19820300391,0.0025,1,1982,UKE22,1
EP19820300970,0.0033,1,1982,UKG13,0
EP19810303052,0.0047,1,1981,UKG13,0
EP19810300278,0.0024,1,1981,UKG13,0
EP19820300398,0.0388,1,1982,UKI23,0
EP19790301208,0.0288,1,1979,UKI23,0
EP19820301170,0.0031,3,1982,UKH12,1
EP19800303478,0.0099,2,1980,UKH12,1
EP19790302399,0.0004,1,1979,UKJ23,0
EP19790300932,0.0023,2,1979,UKC13,0
EP19780300529,0.0044,1,1978,UKH14,0
EP19820300468,0.0018,1,1982,UKD31,0
EP19820300996,0.0004,1,1982,UKE21,0
EP19790301862,0.0042,2,1979,UKG12,0
EP19820301279,0.0194,1,1982,UKD31,0
EP19820301278,0.0682,1,1982,UKD31,0
EP19820301204,0.0033,1,1982,UKI23,0
EP19810303256,0.0012,3,1981,UKI23,0
EP19820300886,0.0014,1,1982,UKJ23,0
EP19790302424,0.0016,2,1979,UKJ23,0
EP19820300048,0.001,1,1982,UKJ22,0
EP19810301260,0.001,2,1981,UKJ42,0
EP19800200767,0.0142,1,1980,UKE31,0
EP19820303507,0.0067,3,1982,UKJ23,0
EP19800303931,0.0097,1,1980,UKJ23,0
EP19820303422,0.0024,3,1982,UKG31,0
EP19800303379,0.0184,1,1980,UKJ23,0
EP19810305206,0.0218,5,1981,UKJ23,0
EP19820303508,0.0102,2,1982,UKJ23,0
EP19820200899,0.0078,1,1982,UKJ33,0
EP19800200310,0.0062,1,1980,UKJ32,0
EP19810302219,0.0067,2,1981,UKI11,0
EP19820303538,0.0019,3,1982,UKJ42,0
EP19790300250,0.0014,1,1979,UKJ13,0
EP19810301889,0.0027,2,1981,UKJ23,0
EP19820303313,0.0136,1,1982,UKJ13,0
EP19810305836,0.0643,1,1981,UKJ42,0
EP19800304027,0.002,2,1980,UKH23,0
EP19820303058,0.0336,1,1982,UKH33,0
EP19790300585,0.023,1,1979,UKD32,0
EP19820302004,0.0492,3,1982,UKJ23,0
EP19810302710,0.0168,4,1981,UKJ23,0
EP19820303868,0.0314,6,1982,UKD74,0
EP19800300068,0.0179,1,1980,UKI22,0
EP19820303615,0.0009,1,1982,UKI23,0
EP19820303660,0.0081,1,1982,UKJ23,0
EP19820303869,0.0217,4,1982,UKD74,0
EP19790302872,0.0004,1,1979,UKC21,0
EP19800300208,0.0005,1,1980,IM000,0
EP19800300098,0.0051,1,1980,GBZZZ,0
EP19810302709,0.0198,3,1981,UKJ24,0
EP19790301521,0.002,1,1979,UKJ23,0
EP19800304407,0.0604,1,1980,UKJ23,0
EP19810302630,0.0342,6,1981,UKH23,0
EP19780300218,0.0021,1,1978,UKG13,0
EP19800302991,0.0011,1,1980,UKJ11,1
EP19820302660,0.0056,2,1982,UKH33,0
